,2,3,4,5,6,7,8,9,10,11
11,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.HIT,Move.STAND,Move.DOUBLE,Move.SPLIT
10,Move.SPLIT,Move.SPLIT,Move.STAND,Move.SPLIT,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.HIT,Move.STAND
9,Move.HIT,Move.HIT,Move.STAND,Move.HIT,Move.STAND,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT
8,Move.HIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.HIT
7,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.SPLIT
6,Move.HIT,Move.STAND,Move.STAND,Move.HIT,Move.STAND,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.DOUBLE
5,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.DOUBLE
4,Move.HIT,Move.STAND,Move.SPLIT,Move.HIT,Move.HIT,Move.SPLIT,Move.STAND,Move.STAND,Move.SPLIT,Move.HIT
3,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.STAND,Move.STAND,Move.SPLIT
2,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.SPLIT,Move.HIT
