,2,3,4,5,6,7,8,9,10,11
11,Move.SPLIT,Move.STAND,Move.STAND,Move.SPLIT,Move.SPLIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.HIT,Move.HIT
10,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.SPLIT
9,Move.DOUBLE,Move.STAND,Move.HIT,Move.HIT,Move.HIT,Move.STAND,Move.HIT,Move.HIT,Move.DOUBLE,Move.HIT
8,Move.STAND,Move.STAND,Move.STAND,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.HIT,Move.HIT,Move.SPLIT
7,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.HIT
6,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.SPLIT,Move.HIT,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.SPLIT
5,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.HIT,Move.HIT,Move.DOUBLE,Move.DOUBLE
4,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.HIT
3,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.DOUBLE
2,Move.STAND,Move.HIT,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE
