,2,3,4,5,6,7,8,9,10,11
11,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.SPLIT
10,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.DOUBLE
9,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.HIT,Move.HIT,Move.HIT,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.HIT
8,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.STAND,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.HIT,Move.SPLIT
7,Move.STAND,Move.SPLIT,Move.STAND,Move.HIT,Move.SPLIT,Move.STAND,Move.STAND,Move.STAND,Move.DOUBLE,Move.HIT
6,Move.HIT,Move.STAND,Move.SPLIT,Move.STAND,Move.HIT,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT
5,Move.STAND,Move.STAND,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.STAND
4,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.DOUBLE
3,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.SPLIT,Move.SPLIT
2,Move.HIT,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.STAND,Move.DOUBLE
