,2,3,4,5,6,7,8,9,10,11
11,Move.HIT,Move.HIT,Move.HIT,Move.STAND,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.STAND
10,Move.SPLIT,Move.STAND,Move.STAND,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.HIT,Move.HIT
9,Move.STAND,Move.HIT,Move.HIT,Move.STAND,Move.STAND,Move.SPLIT,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.STAND
8,Move.HIT,Move.HIT,Move.STAND,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.DOUBLE,Move.STAND
7,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.HIT
6,Move.HIT,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.STAND,Move.HIT,Move.HIT,Move.STAND
5,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.STAND
4,Move.HIT,Move.SPLIT,Move.SPLIT,Move.HIT,Move.HIT,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.SPLIT,Move.DOUBLE
3,Move.SPLIT,Move.HIT,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.STAND,Move.DOUBLE,Move.SPLIT
2,Move.HIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.STAND,Move.SPLIT,Move.STAND
