,2,3,4,5,6,7,8,9,10,11
11,Move.SPLIT,Move.STAND,Move.STAND,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.STAND
10,Move.DOUBLE,Move.STAND,Move.STAND,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.HIT,Move.DOUBLE
9,Move.STAND,Move.HIT,Move.STAND,Move.STAND,Move.HIT,Move.HIT,Move.DOUBLE,Move.HIT,Move.STAND,Move.HIT
8,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.STAND,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.STAND
7,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.HIT,Move.STAND,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.HIT
6,Move.STAND,Move.HIT,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.HIT,Move.DOUBLE
5,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.HIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.HIT
4,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.HIT
3,Move.DOUBLE,Move.HIT,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.STAND,Move.HIT,Move.STAND,Move.SPLIT
2,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.HIT,Move.SPLIT,Move.STAND
