,2,3,4,5,6,7,8,9,10,11
11,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.SPLIT
10,Move.SPLIT,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.STAND,Move.STAND,Move.SPLIT,Move.HIT,Move.STAND,Move.STAND
9,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.STAND,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.HIT
8,Move.STAND,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.HIT,Move.HIT,Move.STAND,Move.HIT,Move.SPLIT
7,Move.STAND,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.STAND,Move.HIT,Move.STAND,Move.STAND,Move.SPLIT,Move.DOUBLE
6,Move.STAND,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.STAND,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND
5,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.STAND,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.STAND
4,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.HIT,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.HIT,Move.HIT,Move.STAND
3,Move.SPLIT,Move.HIT,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.STAND,Move.SPLIT,Move.DOUBLE
2,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.SPLIT,Move.STAND,Move.SPLIT,Move.HIT,Move.HIT,Move.DOUBLE,Move.HIT
