,2,3,4,5,6,7,8,9,10,11
11,Move.SPLIT,Move.HIT,Move.SPLIT,Move.STAND,Move.SPLIT,Move.STAND,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.DOUBLE
10,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.SPLIT,Move.SPLIT
9,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.SPLIT
8,Move.HIT,Move.DOUBLE,Move.HIT,Move.HIT,Move.STAND,Move.DOUBLE,Move.HIT,Move.HIT,Move.DOUBLE,Move.DOUBLE
7,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.STAND,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.HIT
6,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.STAND,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.DOUBLE
5,Move.STAND,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.HIT,Move.SPLIT,Move.HIT,Move.STAND
4,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.HIT,Move.STAND,Move.DOUBLE
3,Move.HIT,Move.SPLIT,Move.HIT,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.STAND,Move.STAND,Move.DOUBLE
2,Move.STAND,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.STAND,Move.HIT
