,2,3,4,5,6,7,8,9,10,11
11,Move.HIT,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.HIT,Move.DOUBLE
10,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.HIT,Move.SPLIT,Move.SPLIT,Move.STAND,Move.DOUBLE
9,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.HIT,Move.HIT,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.HIT
8,Move.HIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.STAND,Move.STAND,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.SPLIT
7,Move.STAND,Move.STAND,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.DOUBLE
6,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.DOUBLE
5,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.STAND,Move.DOUBLE,Move.HIT,Move.HIT
4,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.HIT,Move.STAND,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.STAND,Move.SPLIT
3,Move.DOUBLE,Move.HIT,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.SPLIT
2,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.DOUBLE
