,2,3,4,5,6,7,8,9,10,11
11,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.HIT,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.HIT
10,Move.STAND,Move.SPLIT,Move.STAND,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.HIT,Move.HIT
9,Move.STAND,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.STAND,Move.STAND,Move.HIT,Move.STAND,Move.DOUBLE
8,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.HIT,Move.HIT,Move.DOUBLE,Move.STAND
7,Move.STAND,Move.SPLIT,Move.SPLIT,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.HIT
6,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.SPLIT,Move.HIT,Move.STAND,Move.SPLIT,Move.DOUBLE
5,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.STAND,Move.HIT,Move.DOUBLE,Move.STAND
4,Move.HIT,Move.SPLIT,Move.SPLIT,Move.STAND,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT,Move.DOUBLE,Move.SPLIT
3,Move.DOUBLE,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.STAND
2,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.STAND,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.STAND,Move.HIT
