,2,3,4,5,6,7,8,9,10,11
11,Move.STAND,Move.SPLIT,Move.HIT,Move.DOUBLE,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.HIT,Move.SPLIT
10,Move.SPLIT,Move.STAND,Move.SPLIT,Move.HIT,Move.STAND,Move.SPLIT,Move.STAND,Move.STAND,Move.STAND,Move.SPLIT
9,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.HIT,Move.STAND
8,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.HIT,Move.SPLIT,Move.STAND,Move.STAND,Move.STAND
7,Move.STAND,Move.DOUBLE,Move.HIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND
6,Move.DOUBLE,Move.SPLIT,Move.HIT,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.DOUBLE,Move.STAND,Move.HIT,Move.SPLIT
5,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.HIT,Move.HIT,Move.HIT,Move.SPLIT,Move.STAND,Move.STAND
4,Move.HIT,Move.DOUBLE,Move.SPLIT,Move.STAND,Move.DOUBLE,Move.SPLIT,Move.SPLIT,Move.DOUBLE,Move.STAND,Move.SPLIT
3,Move.SPLIT,Move.HIT,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.SPLIT,Move.HIT,Move.SPLIT,Move.STAND,Move.HIT
2,Move.DOUBLE,Move.STAND,Move.DOUBLE,Move.STAND,Move.HIT,Move.STAND,Move.SPLIT,Move.DOUBLE,Move.SPLIT,Move.HIT
